Acelerometroy;Acelerometroz;Giroscopiox;Giroscopioy;Giroscopioz;Magnetometrox;Magnetometroy;Magnetometroz;Actividades
19449856;42086873;0.08735373;20824397;-0.67103547;7.56;-34.32;-31.98;Downstairs
19504337;5325556;0.47494772;15610662;-0.66889745;7.74;-34079998;-32.28;Downstairs
18128683;49578066;0.689056;0.5653558;-0.68539083;8.04;-34.14;-32399998;Downstairs
1134575;0.8036005;0.24801129;-0.25686884;-10067059;8.4;-33899998;-32.64;Downstairs
7668256;-0.55843425;-0.2932153;-0.29443705;-12217305;8.76;-33899998;-32.76;Downstairs
8063246;-0.5720546;-0.5830709;0.17806722;-15515977;9179999;-33899998;-32.82;Downstairs
10119919;0.027240695;-0.6197228;0.076052725;-15867225;9.42;-33.78;-33059998;Downstairs
10283362;0.61291564;-0.4905248;-0.29138273;-14657712;9.66;-33.66;-33059998;Downstairs
8049625;10896279;-0.36651915;-0.6230826;-12626585;10.38;-33.42;-33.48;Downstairs
57886477;14709976;-0.38362336;-0.48899764;-10537425;10.86;-33.12;-33.54;Downstairs
35549107;24516625;-0.3866777;0.03359759;-0.84665924;11.88;-32.94;-33.78;Downstairs
36774938;2669588;-0.2519819;11059716;-0.38820487;12.42;-32.88;-33899998;Downstairs
42495484;23290794;-0.23793201;15241088;-0.17806722;130199995;-32.7;-33.78;Downstairs
48488436;20158114;-0.28893927;2264783;0.33353242;13.5;-32579998;-33719997;Downstairs
6932757;0.9942854;-0.5036584;28640418;11001683;14.7;-32399998;-33239998;Downstairs
12803127;-10623871;-0.47494772;33060026;15787812;15.24;-32.04;-33.18;Downstairs
15990288;-17161638;-0.4822781;37287214;18997909;16199999;-31.98;-32.88;Downstairs
16126492;-15527196;-0.6249151;34177911;19596558;16.68;-31859999;-32.7;Downstairs
180061;-17161638;-0.6933321;27892108;22290473;17.22;-31.92;-32399998;Downstairs
1838747;-16344417;-0.82863873;23365595;25631905;17.94;-31.98;-32.04;Downstairs
17052675;-0.5720546;-0.7357872;21368067;2726597;18.42;-31.98;-31.56;Downstairs
17052675;-0.5720546;-0.46670106;21093178;2830444;18.42;-31.98;-31.56;Downstairs
13293459;-0.05448139;-0.43127087;21093178;277455;18.84;-32219997;-30.96;Downstairs
10310603;0.23154591;-0.18661933;21319196;2425746;19.02;-32399998;-30.48;Downstairs
72187843;-0.7899802;-0.2098322;2175902;213925;19439999;-32.94;-29.16;Downstairs
6197258;-12803127;-0.42546764;21453588;18567249;19.56;-33.36;-28.68;Downstairs
5706926;-15390993;-0.58123827;18765781;16166549;19.56;-34.32;-27359999;Downstairs
5706926;-15390993;-0.59589905;13591752;13949108;19.56;-34.32;-27359999;Downstairs
60610547;-17978859;-0.54153204;0.6078109;11713341;19619999;-34.68;-26.82;Downstairs
6006573;-19068487;-0.54611355;-0.004276057;11472049;19439999;-35.1;-26.34;Downstairs
78180795;-17570249;-0.5183192;-0.40775254;11148291;18.66;-36.12;-25439999;Downstairs
8730643;-12122109;-0.30818152;-0.61269784;0.9914343;18.24;-36719997;-25019999;Downstairs
9724928;-0.95342433;-0.043676864;-0.48563787;0.8854492;17699999;-37.02;-24.84;Downstairs
1054215;0.38136974;0.2751948;-0.021991149;0.9230174;16.32;-37.8;-24359999;Downstairs
9466142;14028958;0.42424592;0.018936822;0.6918049;15.66;-38.28;-24.3;Downstairs
8717023;25742457;0.5143485;0.093462385;0.3371976;15059999;-38579998;-24119999;Downstairs
12408136;5134871;0.67347896;0.03573562;0.028710667;14219999;-39059998;-24;Downstairs
13007432;59248514;0.9410379;0.3659083;-0.42546764;13799999;-39239998;-23939999;Downstairs
1213573;6374323;10283916;10225884;-0.72601336;13259999;-39.42;-23699999;Downstairs
12162971;51621118;0.84207773;15500705;-0.6933321;12.84;-39.66;-23.76;Downstairs
13198117;29283748;0.15943582;13249667;-0.49296826;12.48;-40.32;-23.34;Downstairs
13034673;2315459;-0.116980694;0.72356987;-0.51893;12.42;-40559998;-23.16;Downstairs
12122109;1607201;-0.18967366;0.33475417;-0.7021896;12.3;-40.8;-22.92;Downstairs
10651112;0.35412905;-0.21380283;0.36102137;-0.7984009;12.48;-40.86;-22.74;Downstairs
71506824;-0.61291564;-0.10567969;0.95417154;-0.8549059;130199995;-40.92;-21.96;Downstairs
6428804;-0.7082581;0.25350907;17635679;-0.977079;13.5;-40.86;-21.72;Downstairs
6142777;-11577295;0.66645396;22867742;-1174083;13.98;-40.8;-21.48;Downstairs
7137062;-12258313;1073901;2154827;-14715744;15.54;-40739998;-20.76;Downstairs
7763598;-10623871;11481212;18796324;-15311338;16.38;-40.62;-20.34;Downstairs
8253931;-0.61291564;1058324;0.9859365;-16328428;17279999;-40.62;-19.68;Downstairs
9738548;12258313;0.5314528;-0.95294976;-15448782;19439999;-40379997;-18.3;Downstairs
9901993;22882185;0.07422013;-21606305;-13793337;20.58;-40079998;-17.88;Downstairs
9275456;273769;-0.4016439;-2758362;-11050552;21.42;-39.84;-17.4;Downstairs
70553403;3091819;-0.782213;-28506026;-0.68630713;22.38;-39.48;-17.16;Downstairs
61563973;24789033;-0.98868537;-24355197;-0.22052236;23.22;-39.18;-16.98;Downstairs
61563973;22745981;-1035722;-14300356;0.6988298;24.06;-38.76;-16.92;Downstairs
6033814;273769;-10088439;-12635747;0.9954049;25199999;-38.1;-16.92;Downstairs
56660647;2587866;-0.9147707;-14544702;15879441;25619999;-37.92;-16.92;Downstairs
6469665;20975335;-0.9092729;-16178766;17238617;25.74;-37.8;-17.1;Downstairs
13633968;0.013620348;-0.50915617;-0.9398162;22901337;25.5;-37.5;-17699999;Downstairs
14546532;1293933;-0.32650748;0.20952678;24535403;25.08;-37.32;-18.24;Downstairs
14246883;28330324;-0.08582657;0.11178834;23658812;24359999;-37.32;-18.84;Downstairs
14519291;31599207;0.15668693;-0.37843102;25271494;23699999;-37079998;-19.5;Downstairs
1368845;36638734;0.31123585;-0.5885687;25955665;22.74;-37.2;-20.22;Downstairs
12735025;4807983;0.6936375;-0.39645153;23197608;20.1;-37.44;-21.6;Downstairs
11522814;51484914;0.9306532;0.28710666;208977;18.66;-37559998;-22.26;Downstairs
10174399;5039529;10519099;11869112;18732183;17.22;-37.8;-22.8;Downstairs
822669;3568531;10699304;16606371;1784032;14.16;-38399998;-23.34;Downstairs
7872561;273769;0.8567385;26917777;15164729;12.78;-38.94;-23.46;Downstairs
78589406;17706453;0.56230146;28264735;14208726;11.34;-39.36;-23.4;Downstairs
78589406;17706453;0.204029;23793201;1271516;11.34;-39.36;-23.4;Downstairs
8036005;0.7763598;-0.0720821;13628404;1026559;10.2;-39.78;-23.34;Downstairs
74639506;16753027;-0.20922135;0.14294247;0.6795876;9.12;-40.2;-23279999;Downstairs
6864655;28057916;-0.23671028;-0.8533788;0.3885103;72599998;-41.1;-22.68;Downstairs
70280995;273769;-0.35033122;-1244027;0.28069258;63599997;-41.52;-22.32;Downstairs
8063246;27785509;-0.31764993;-12889256;0.09162979;5.46;-41.76;-22.02;Downstairs
9520623;2152015;-0.15210545;-0.9660834;-0.1600467;4.68;-42.18;-21779999;Downstairs
9833891;1879608;-0.12797627;-0.5137377;-0.33353242;4.02;-42.36;-21.6;Downstairs
8539958;1525479;-0.15302174;0.1695151;-0.3173445;3.6;-42.48;-21.42;Downstairs
8539958;1525479;-0.23915374;0.2828306;-0.29718593;3.6;-42.48;-21.42;Downstairs
8417375;0.8036005;-0.42546764;0.16065755;-0.29901853;3;-42719997;-21;Downstairs
8158588;13484144;-0.6017023;-0.07238753;-0.22937989;28799999;-42.6;-20.88;Downstairs
7641015;196133;-0.6927212;-0.32925636;-0.27214047;2.7;-42.54;-21;Downstairs
8022385;24380422;-0.6872234;-0.49510628;-0.3387248;2.7;-42.3;-21119999;Downstairs
10773695;32961242;-0.441961;-0.6395759;-0.35796702;2.7;-42.18;-21.24;Downstairs
1134575;39499009;-0.09407325;-0.6921103;-0.41813725;2.52;-41.94;-21.42;Downstairs
6428804;5012288;0.15668693;-0.31123585;-0.88514376;23999999;-41579998;-21.84;Downstairs
60610547;55026207;0.26511553;-0.12156218;-0.98868537;23999999;-41399998;-21.96;Downstairs
77227373;54617596;0.28099802;-0.14721853;-0.96486163;26399999;-41219997;-22.08;Downstairs
11495573;4140586;0.17287487;-0.074830994;-0.93767816;34199998;-40739998;-22439999;Downstairs
11250407;430403;0.010690142;0.051618114;-10396926;3.72;-40.62;-22.56;Downstairs
102152605;4780742;0.001527163;-0.12858713;-12950343;4.02;-40.62;-22.74;Downstairs
9738548;47943625;0.018325957;-0.20341812;-13429873;4.38;-40.5;-22.92;Downstairs
9248216;43176503;-0.025961773;-0.17715092;-13307699;52799997;-40.26;-22.98;Downstairs
8812365;4195067;-0.12950343;-0.06536258;-12388347;5.7;-40079998;-22.98;Downstairs
8049625;3990762;-0.26145032;0.021380283;-1151481;68999996;-40.14;-22.92;Downstairs
77363577;36502533;-0.33536503;0.037873644;-10974194;85199995;-39899998;-22.8;Downstairs
79270425;34731886;-0.34880406;0.030848695;-10589349;9.9;-39.66;-22.74;Downstairs
8281172;3486809;-0.31581733;0.051923547;-10299188;11099999;-39.42;-22.8;Downstairs
8185829;35140498;-0.29779682;0.124311075;-0.97035944;12179999;-39239998;-22.68;Downstairs
78180795;35549107;-0.2565634;0.34788775;-0.8155051;13.5;-38.82;-22.56;Downstairs
76954966;35412905;-0.23609942;0.5381723;-0.61727935;14099999;-38.64;-22.5;Downstairs
74503303;37319753;-0.23426682;0.72234815;-0.4016439;15;-38.34;-22619999;Downstairs
704172;4031623;-0.27550024;0.90102625;-0.19425514;16199999;-37.86;-22.26;Downstairs
65241466;4113345;-0.30451632;11365148;0.021991149;16619999;-37.44;-22439999;Downstairs
66331096;392266;-0.3042109;13817772;0.21685717;17.34;-37.26;-22.38;Downstairs
71915436;37319753;-0.25167647;15864171;0.39920044;18.06;-36.84;-22.14;Downstairs
74503303;3759216;-0.13347405;17116444;0.5729916;18.9;-36.54;-22.02;Downstairs
75320525;3636633;0.10293079;17907515;0.74189585;19619999;-36.42;-21.66;Downstairs
75320525;34595683;0.25167647;18658879;0.79045963;19.92;-36239998;-21359999;Downstairs
19245552;666035;11863003;-3510948;-5768095;-3.36;-32.46;-29099998;Running
19286413;18496431;0.7761043;-54562483;-5575367;-14399999;-32399998;-29.22;Running
19517958;11672638;-0.55955255;-5466633;-4932126;0.17999999;-32.28;-29.4;Running
18074202;9752169;-17278323;-4200004;-4378682;0.96;-32.34;-29519999;Running
1254434;4031623;-15381587;-3264464;-38563924;23999999;-32219997;-29519999;Running
980665;-0.9670447;-0.38789943;-25463917;-32708778;4.02;-31.92;-29519999;Running
78317;-24516625;0.116675265;-16972891;-30692923;4.5;-31679998;-29699999;Running
26151068;-30645783;0.59803706;-11206323;-29678888;5.7;-31199999;-30179998;Running
-0.35412905;-55571017;12055426;-0.74006325;-21471913;6.54;-30.9;-30.06;Running
-1334794;-62926006;13784174;-0.73792523;-12932017;7.08;-30.66;-30179998;Running
-27513103;-4930566;14413365;-0.09132435;-0.78801614;73799996;-30.66;-30.24;Running
-4508335;-3486809;17058412;16670512;0.24373524;7.98;-30539999;-30;Running
-12394516;-44947147;16917913;38756344;19611828;8.46;-30599998;-29.64;Running
46445384;-4399372;13158038;53258286;33127222;8.82;-30779999;-29.34;Running
9071152;-25197644;0.42363504;57467146;4184427;9.48;-31.5;-28.38;Running
18169544;23971813;0.043982297;58148265;41996984;10.08;-32579998;-27.3;Running
19354513;-0.54481393;-0.5161811;60032783;56159897;10.2;-33059998;-26519999;Running
19517958;66331096;-0.84971356;594097;68184776;10.08;-34.14;-25199999;Running
19517958;59793324;-0.14049901;2869234;457813;9.78;-34559998;-24.48;Running
19517958;0.8036005;-10693196;12864822;31871893;9059999;-35.46;-23.46;Running
149006605;2969236;-18506162;18512272;34703255;7.74;-35.94;-22.74;Running
12694164;10487667;-12098186;16303993;2685058;7.2;-35.94;-22.38;Running
7709117;-27785509;-10192287;16548339;17583756;58799996;-35.88;-22.08;Running
25197644;-24516625;-14205672;15601498;12565498;4.56;-35579998;-22.14;Running
-19340894;-1293933;-15100589;10021244;0.7089091;3.72;-35.34;-22.26;Running
-73141265;-17978859;-11337659;0.5299256;0.2049453;2.28;-34.38;-22619999;Running
-6183638;-3173541;-0.7367035;0.17012598;-0.4111123;1.62;-33.96;-22.8;Running
-17706453;-39362805;-0.4089743;-0.36987892;-12843442;0.84;-33239998;-23.34;Running
31599207;-26832085;-0.03634648;-10824533;-23863451;0.59999996;-32.28;-24.06;Running
38136973;-26014864;0.0888809;-159558;-34944546;0.71999997;-31.74;-24.3;Running
38954194;-19068487;-0.03573562;-16606371;-4316068;10799999;-31199999;-24359999;Running
15622539;44129925;0.52931476;-20195205;-54987035;1.8;-30.72;-24.48;Running
18550913;7273266;13570372;-21896465;-58346796;2.34;-30779999;-24.66;Running
19449856;1724336;13051136;-29095511;-56019397;3.48;-30539999;-24359999;Running
19517958;13824653;0.16829337;-42827764;-47601676;5.04;-30.24;-23.82;Running
1883694;5434519;-0.7629707;-50084844;-4523457;6.72;-30.06;-23.82;Running
1569064;3336985;-0.65270954;-4776966;-41065416;7.44;-29939999;-23699999;Running
10514909;-0.3949901;-0.25259277;-44031167;-37885861;8.7;-29.46;-23.64;Running
6932757;-2383561;0.3472769;-33264668;-3483459;9179999;-29279999;-23519999;Running
35821514;-26968288;1006095;-20851886;-29608638;10.26;-28.74;-23.64;Running
-0.7082581;-4099725;19101756;-0.91507614;-17931949;11.16;-28439999;-23.88;Running
-15527196;-4930566;20457878;-0.4886922;-11640037;11.4;-28.38;-23.82;Running
-0.81722087;-5325556;18915442;0.19914207;0.010079277;11.7;-28019999;-23.82;Running
-1484618;-31463003;1813048;11578951;0.61819565;11.88;-28019999;-23.82;Running
-26151068;-20430522;18619173;31813862;22403483;11.82;-28.08;-23699999;Running
-0.3677494;-30237172;14630222;5240918;40344596;11.7;-28.32;-23519999;Running
9316318;-37319753;0.8368854;61743207;52326717;11.4;-28.8;-23.16;Running
18537292;-0.2860273;0.01160644;64464607;5721669;11219999;-29.16;-22.68;Running
19463476;-25197644;-0.4822781;6938513;60982676;10.8;-29.88;-21.9;Running
19517958;29556155;-13191634;44522915;7079317;10139999;-30.9;-21.24;Running
19517958;49986677;-0.36163223;17263051;5633094;9.54;-31199999;-20.82;Running
19517958;0.54481393;-0.68539083;0.34666604;37247508;8.4;-32.04;-19.98;Running
1763835;22201166;-10641272;13426818;35344663;67799997;-32.7;-19.68;Running
124489975;-0.51757324;-0.81397796;1321607;28921416;4.92;-33.18;-19619999;Running
9493382;-0.92618364;-0.9242391;13695599;1890628;3;-33.36;-19619999;Running
24789033;-0.14982383;-1171945;15500705;10005972;2.1;-33.36;-19.68;Running
-17706453;0.13620348;-13072516;11194105;0.22082779;13199999;-33.3;-19.92;Running
-4072484;-1920469;-11615603;0.8891144;-0.006414085;-0.24;-32.94;-20.76;Running
-22745981;-33233647;-0.8332202;0.29260445;-0.79504114;-0.9;-33;-21.3;Running
-11168685;-38273177;-0.45142943;-0.006108652;-15925257;-14399999;-32.88;-21539999;Running
0.7763598;-29283748;-0.05467244;-0.20738874;-263344;-1.92;-32.76;-22.38;Running
17706453;-19885708;0.09040806;-0.12980886;-33878586;-1.92;-32.76;-22.98;Running
12803127;-0.51757324;0.25259277;-0.8561276;-39409971;-1.68;-32579998;-23279999;Running
14219643;0.6810174;0.784351;-21175644;-482553;-0.84;-32.52;-23939999;Running
18864182;26968288;15885551;-244285;-5553987;-0.17999999;-32.52;-24.24;Running
19490717;1609925;12269229;-4477642;-5006957;1.56;-32.46;-24.6;Running
19517958;10351464;0.3848451;-56801305;-4358829;2.52;-32399998;-24.9;Running
19517958;55162406;-0.25961772;-56639423;-41737366;3.54;-32399998;-25019999;Running
14165162;23018389;-0.43004912;-44238863;-37427714;53399997;-32.28;-25439999;Running
11250407;-16616824;-0.009162978;-40112467;-34324517;6.12;-32.16;-25.56;Running
10419566;-33642259;0.37598756;-31786373;-31832187;7.02;-31859999;-25619999;Running
42495484;-46036777;0.7800749;-23945918;-2840218;8.28;-31.5;-26099998;Running
0.980665;-4385752;12855659;-18301523;-196271;9059999;-31.32;-26.22;Running
0.7082581;-4671779;168385;-0.93645644;-0.7134906;9599999;-30.84;-26.34;Running
0.40861043;-3405087;16560557;0.6075055;0.5537493;9.84;-30.72;-26.34;Running
-2547005;-1920469;18478674;20638082;14929546;9.84;-30.48;-26.34;Running
-32007818;-33778462;17311921;3752545;2931237;9.78;-30359999;-26279999;Running
-14982382;-3990762;1536937;4514294;36508362;9.54;-30.24;-26.34;Running
75320525;-31871614;0.52320606;545411;52106805;8.94;-30.48;-26099998;Running
1641252;0.095342435;-0.25809056;5537799;56764655;85199995;-30.48;-25859999;Running
1913659;12803127;-0.37293324;56517253;58862977;8.04;-30.72;-25.5;Running
19504337;37728362;-14123205;38020253;67405925;7.44;-30.96;-25.26;Running
19517958;32825038;-0.38973203;28130345;5883854;63599997;-31.08;-25.08;Running
19517958;0.5720546;-0.12492194;21988094;33310483;5.7;-31.14;-24.84;Running
19477097;-0.313268;-0.57787853;30634892;30201178;4.2;-31.08;-24.48;Running
11155065;-0.2860273;-0.600786;16151277;22928827;3.6;-30.9;-24359999;Running
74503303;-0.6946377;-0.73548174;12437216;15189165;28799999;-30.66;-24.3;Running
4399372;-0.5720546;-10192287;13713925;0.88025683;2.34;-30599998;-24.3;Running
-23426998;-0.51757324;-11337659;16814066;0.5421429;0.96;-30119999;-24359999;Running
-43176503;-14301366;-11685852;15109752;0.100792766;0.59999996;-29.88;-24.6;Running
-45491962;-18251266;-10345002;0.7339546;-0.5687156;0.12;-29.58;-24.66;Running
-28738933;-27104492;-0.6768387;-0.25381452;-19529362;-0.17999999;-29.16;-24.96;Running
14709976;-2070293;-0.31642818;-0.7510588;-25393667;-0.17999999;-29.16;-24.96;Running
14709976;-2070293;-0.16249016;-0.80573124;-35494325;-0.48;-28.8;-25.38;Running
20294318;-0.667397;-0.19547687;-0.9025534;-40356812;-0.48;-28.26;-25.74;Running
3636633;10623871;-0.39370266;-11801916;-4528955;0.06;-27539999;-26099998;Running
8308413;17706453;0.2275473;-2112983;-54330354;0.29999998;-27.06;-26279999;Running
18060581;4862464;0.8579602;-28689287;-52170944;0.71999997;-26699999;-26519999;Running
15826844;15064105;0.7501425;-39449677;-52045717;2.1;-26099998;-26.76;Running
18932283;79679036;0.5946773;-4875621;-42299366;3.72;-25.68;-26.76;Running
15418234;29147544;0.21563543;-45185704;-35891387;4.74;-25.26;-26939999;Running
10365085;0.54481393;0.36682457;-38001926;-30292807;52799997;-24.72;-27.06;Running
8635301;-18659877;0.84238315;-333227;-27782152;5.64;-24;-27;Running
6973618;-33778462;11933253;-27183504;-25179865;58199997;-23699999;-26519999;Running
31871614;-44810944;15076154;-2245846;-20613647;53399997;-23.82;-26.22;Running
26014864;-5053149;18081611;-16530013;-14385877;47999997;-23.82;-25619999;Running
0.44947147;-26287272;18209893;-0.54611355;-0.7852673;3.72;-24.18;-25.08;Running
-4004382;13211738;17018706;0.8341365;-0.11056661;2.82;-24359999;-24.42;Running
-44129925;14982382;17272215;23658812;11117748;2.46;-24.6;-24119999;Running
-0.05448139;-12666923;13191634;39370265;25292876;23999999;-25.08;-23039999;Running
6782933;-24108016;0.64965516;50436087;36786306;21599998;-25.56;-22.08;Running
17311462;0.7218784;-0.5647449;551031;4502688;1.8;-26.22;-21.24;Running
19381754;0.61291564;-0.6203337;61553836;52366424;1.38;-26.16;-20.46;Running
19504337;28602731;-11890492;5499009;6070779;1.14;-26099998;-20039999;Running
19517958;5053149;-0.84757555;38847976;5258023;0.71999997;-25.92;-19859999;Running
19517958;29964764;-0.8072584;21355848;3554014;0.35999998;-25.38;-19859999;Running
17352324;-0.7627395;-12064588;28658743;3109915;-0.35999998;-25019999;-20.16;Running
136748295;-15527196;-14767667;27672195;29220738;-0.9;-24;-20.4;Running
7600154;-3636633;-11930199;19211712;21343632;-13199999;-22.98;-21119999;Running
4426613;-34731886;-10995574;15085317;11798862;-1.5;-22.56;-21359999;Running
-11849703;-2152015;-11392636;1359786;0.5879578;-1.62;-21.66;-22.08;Running
-56660647;-23018389;-0.79809546;11246029;0.003054326;-1.5;-21.42;-22439999;Running
-6374323;-30781987;-0.3368922;0.8426886;-0.74281216;-1.38;-21;-22.8;Running
-42904096;-36093922;0.059253927;0.5323691;-16514742;-1.38;-20.88;-22.8;Running
13211738;-22473574;0.38728857;0.21533;-25689938;-0.78;-20.88;-22.98;Running
2192876;-14301366;0.59681535;-0.47800204;-33093624;-0.06;-20.76;-23.1;Running
5325556;0.14982383;0.49632803;-16184875;-3857614;0.24;-20.82;-23.1;Running
146827345;17706453;0.8772025;-29245174;-45619416;1.14;-21.3;-23039999;Running
19381754;9724928;1328021;-31407638;-48328605;2.04;-21.84;-22.8;Running
1917745;16221834;0.98715824;-35827246;-4650517;2.82;-22.32;-22.38;Running
75865335;58567495;0.006108652;0.005497787;0.006414085;23.4;-14.28;-31.14;Sitting
75865335;587037;0.009773844;0.001832596;0.003970624;23.4;-14.4;-31.14;Sitting
7572913;58158884;0.001832596;-0.001832596;0.005192355;23.46;-14.34;-31.26;Sitting
7600154;5843129;-0.000305;0.005497787;-0.000611;23.34;-14.28;-31.08;Sitting
75456724;57341666;0.002138028;0.006108652;0.001527163;23.34;-14.16;-30.96;Sitting
75865335;5802268;0.002748894;0.002748894;-0.003665192;23.22;-14.34;-31.26;Sitting
7572913;5829509;0.003970624;0.003665192;0.002443461;23.34;-14.16;-31.32;Sitting
75865335;5761407;0.007941248;0.003665192;0.010690142;23.4;-14219999;-31.32;Sitting
7641015;57341666;0.005497787;-0.000611;0.010079277;23279999;-14.4;-31439999;Sitting
7641015;5802268;0.005497787;0.002443461;0.000611;23.22;-14.4;-31.74;Sitting
7600154;58976107;0.002443461;0.00580322;0.001527163;23279999;-14.4;-31.32;Sitting
76546354;58839903;0.007635816;0.003054326;0.000305;23.22;-14.4;-31439999;Sitting
7600154;58158884;-0.002443461;0.001832596;0.007330383;23.22;-14.58;-31.56;Sitting
75456724;5843129;-0.012522738;-0.006108652;0.008552114;23.4;-14639999;-31.74;Sitting
7572913;5802268;-0.003054326;0.001527163;0.003665192;23.46;-14759999;-31.74;Sitting
75456724;57750273;-0.002138028;0.003970624;0.006414085;23.46;-14.82;-31.56;Sitting
7518432;57477865;-0.001221731;0.008857546;0.00580322;23.46;-14.82;-31619999;Sitting
7518432;57477865;0.004581489;0.007330383;-0.000305;23.46;-14.82;-31619999;Sitting
75865335;57886477;0.012217305;0.005497787;-0.001527163;23519999;-14639999;-31679998;Sitting
76137743;57341666;0.015577064;-0.003054326;-0.003054326;23.64;-14639999;-31.5;Sitting
7600154;5802268;0.01282817;-0.007635816;-0.005192355;23.58;-14.58;-31.26;Sitting
7600154;5802268;0.008246681;-0.004581489;-0.009162978;23.46;-14.58;-31.38;Sitting
76546354;587037;0.006719518;0.002748894;-0.006414085;23.4;-14.58;-31439999;Sitting
7600154;57886477;0.004886922;0.005497787;0.000305;23519999;-14639999;-31619999;Sitting
76273947;5911231;-0.003970624;-0.002138028;0.002748894;23519999;-14.58;-31.56;Sitting
76137743;57341666;-0.005497787;-0.002443461;0.007941248;23.34;-145199995;-31.56;Sitting
76137743;5802268;-0.001527163;0.001527163;0.011301007;23279999;-14639999;-31.38;Sitting
7600154;56660647;-0.000916;0.003665192;0.003970624;23.34;-14.58;-31439999;Sitting
75865335;57886477;0.002443461;0.004886922;0.003054326;23.22;-14639999;-31.56;Sitting
75456724;5829509;0.001832596;0.004276057;0.003054326;23279999;-145199995;-31.5;Sitting
7600154;58567495;0.01160644;0.00702495;0.004276057;23.16;-14.7;-31.56;Sitting
7600154;57886477;0.01038471;0.007941248;0.006719518;23039999;-14759999;-31619999;Sitting
7600154;57341666;0.013439035;0.001832596;0.004276057;23279999;-14.94;-31.92;Sitting
7572913;5829509;0.008246681;-0.001527163;0.006719518;23.34;-14.94;-31.92;Sitting
76546354;5802268;0.002748894;0.003054326;0.006108652;23279999;-14.94;-31679998;Sitting
7641015;5829509;0.003359759;0.003970624;-0.002748894;23.34;-14.94;-31619999;Sitting
76137743;58158884;-0.001832596;0.003970624;-0.000305;23.16;-14.82;-31.5;Sitting
75456724;57477865;0.000305;-0.006108652;0.00702495;23.34;-14.88;-31.38;Sitting
7572913;5802268;-0.003665192;0.004886922;0.01282817;23.46;-14.7;-31.56;Sitting
7572913;5706926;-0.009162978;0.00580322;0.004581489;23.4;-14639999;-31.5;Sitting
7668256;57886477;-0.006108652;0.008552114;0.007635816;23519999;-145199995;-31679998;Sitting
76137743;58567495;-0.001221731;0.005192355;0.013133603;23.46;-14.34;-31619999;Sitting
7641015;57341666;0.009162978;0.000305;0.01160644;23519999;-14.4;-31619999;Sitting
7641015;57341666;-0.002748894;-0.003359759;0.016798794;23519999;-14.4;-31619999;Sitting
7504812;57205462;-0.00702495;0.002138028;0.02321288;23.58;-14.4;-31.56;Sitting
7504812;57205462;-0.004581489;0.008857546;0.013439035;23.58;-14.4;-31.56;Sitting
7600154;5761407;-0.005497787;0.015271631;0.018325957;23.64;-14.4;-31439999;Sitting
75865335;57341666;0.003054326;0.011301007;0.010690142;23.58;-14.34;-31199999;Sitting
7600154;57477865;0.004276057;0.009773844;0.008246681;23519999;-14.34;-31.32;Sitting
7559293;57341666;0.00580322;0.001832596;0.002748894;23.58;-14.46;-31.5;Sitting
76273947;5802268;0.006108652;-0.004276057;0.003054326;23.58;-14.4;-31.56;Sitting
76546354;5761407;0.003054326;-0.012522738;-0.002138028;23.58;-14.4;-31.38;Sitting
7600154;5843129;0.002748894;-0.007941248;-0.010079277;23699999;-14.4;-31439999;Sitting
7600154;57750273;0.003665192;-0.010079277;-0.006414085;23.76;-14.58;-31199999;Sitting
7600154;58158884;0.008857546;-0.015882496;0.003665192;23.88;-14.94;-31199999;Sitting
7641015;57341666;-0.000305;-0.009773844;0.016187929;24.06;-15;-31.08;Sitting
7572913;58976107;-0.004581489;-0.006414085;0.012522738;23.88;-15;-31.32;Sitting
7600154;5802268;-0.005497787;-0.01160644;0.015882496;23.88;-15.12;-31199999;Sitting
7600154;5761407;-0.000916;-0.006108652;0.019547688;23939999;-14.94;-31.14;Sitting
76273947;5802268;0.006719518;0.002138028;0.018936822;23939999;-15179999;-31.14;Sitting
7559293;58158884;0.003054326;0.00580322;0.016187929;23.88;-15.42;-31.08;Sitting
75865335;5829509;0.004886922;0.003054326;0.014966198;23699999;-15.42;-31.08;Sitting
75865335;587037;0.003665192;0.003054326;0.011301007;23.76;-15.54;-31019999;Sitting
7572913;5802268;0.000916;0.003970624;0.004581489;23.76;-15.48;-31.14;Sitting
7600154;5843129;0.00580322;-0.002443461;0.003359759;23.58;-15.36;-31.26;Sitting
76137743;58158884;0.004886922;-0.001832596;0.002138028;23.58;-15.42;-31.26;Sitting
7641015;5829509;0.004276057;0.002138028;0.007330383;23.76;-15299999;-31199999;Sitting
76137743;58158884;0.004581489;0.002443461;0.001221731;23699999;-15179999;-31199999;Sitting
7559293;57341666;0.009773844;-0.002443461;0.00580322;23.82;-15299999;-31199999;Sitting
76137743;5802268;0.006108652;-0.008857546;0.006719518;23.76;-15;-30.96;Sitting
7668256;57477865;0.004581489;-0.006719518;0.002748894;23699999;-14.94;-31.08;Sitting
7668256;5761407;0.000611;-0.003054326;0.004581489;23.82;-14.88;-31.26;Sitting
76546354;587037;-0.002443461;-0.009162978;0.01160644;23.4;-14759999;-31.14;Sitting
7668256;5829509;0.001527163;-0.007330383;0.013744468;23.34;-14.82;-31.14;Sitting
7600154;58158884;-0.012522738;-0.013133603;0.018325957;23.34;-14.7;-30.96;Sitting
